state_id,primitive,context,hash_required,audit_required,rollback_point,ethical_check,description
PRIM_download_module_CTX_seccomp,download_module,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in seccomp context
PRIM_download_module_CTX_ebpf,download_module,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in ebpf context
PRIM_download_module_CTX_tmpfs,download_module,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in tmpfs context
PRIM_download_module_CTX_cache,download_module,cache,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in cache context
PRIM_download_module_CTX_db,download_module,db,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in db context
PRIM_upload_log_CTX_boot,upload_log,boot,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in boot context
PRIM_upload_log_CTX_runtime,upload_log,runtime,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in runtime context
PRIM_upload_log_CTX_install,upload_log,install,CONDITIONAL,YES,NO,YES,upload_log operation in install context
PRIM_upload_log_CTX_update,upload_log,update,CONDITIONAL,YES,NO,YES,upload_log operation in update context
PRIM_upload_log_CTX_debug,upload_log,debug,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in debug context
PRIM_upload_log_CTX_kernel,upload_log,kernel,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in kernel context
PRIM_upload_log_CTX_cpu,upload_log,cpu,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in cpu context
PRIM_upload_log_CTX_irq,upload_log,irq,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in irq context
PRIM_upload_log_CTX_network,upload_log,network,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in network context
PRIM_upload_log_CTX_logs,upload_log,logs,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in logs context
PRIM_upload_log_CTX_rollback,upload_log,rollback,CONDITIONAL,YES,NO,YES,upload_log operation in rollback context
PRIM_upload_log_CTX_audit,upload_log,audit,CONDITIONAL,YES,NO,YES,upload_log operation in audit context
PRIM_upload_log_CTX_selinux,upload_log,selinux,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in selinux context
PRIM_upload_log_CTX_seccomp,upload_log,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in seccomp context
PRIM_upload_log_CTX_ebpf,upload_log,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in ebpf context
PRIM_upload_log_CTX_tmpfs,upload_log,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in tmpfs context
PRIM_upload_log_CTX_cache,upload_log,cache,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in cache context
PRIM_upload_log_CTX_db,upload_log,db,CONDITIONAL,CONDITIONAL,NO,YES,upload_log operation in db context
PRIM_sync_state_CTX_boot,sync_state,boot,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in boot context
PRIM_sync_state_CTX_runtime,sync_state,runtime,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in runtime context
PRIM_sync_state_CTX_install,sync_state,install,CONDITIONAL,YES,NO,YES,sync_state operation in install context
PRIM_sync_state_CTX_update,sync_state,update,CONDITIONAL,YES,NO,YES,sync_state operation in update context
PRIM_sync_state_CTX_debug,sync_state,debug,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in debug context
PRIM_sync_state_CTX_kernel,sync_state,kernel,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in kernel context
PRIM_sync_state_CTX_cpu,sync_state,cpu,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in cpu context
PRIM_sync_state_CTX_irq,sync_state,irq,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in irq context
PRIM_sync_state_CTX_network,sync_state,network,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in network context
PRIM_sync_state_CTX_logs,sync_state,logs,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in logs context
PRIM_sync_state_CTX_rollback,sync_state,rollback,CONDITIONAL,YES,NO,YES,sync_state operation in rollback context
PRIM_sync_state_CTX_audit,sync_state,audit,CONDITIONAL,YES,NO,YES,sync_state operation in audit context
PRIM_sync_state_CTX_selinux,sync_state,selinux,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in selinux context
PRIM_sync_state_CTX_seccomp,sync_state,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in seccomp context
PRIM_sync_state_CTX_ebpf,sync_state,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in ebpf context
PRIM_sync_state_CTX_tmpfs,sync_state,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in tmpfs context
PRIM_sync_state_CTX_cache,sync_state,cache,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in cache context
PRIM_sync_state_CTX_db,sync_state,db,CONDITIONAL,CONDITIONAL,NO,YES,sync_state operation in db context
PRIM_mount_patch_CTX_boot,mount_patch,boot,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in boot context
PRIM_mount_patch_CTX_runtime,mount_patch,runtime,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in runtime context
PRIM_mount_patch_CTX_install,mount_patch,install,CONDITIONAL,YES,NO,YES,mount_patch operation in install context
PRIM_mount_patch_CTX_update,mount_patch,update,CONDITIONAL,YES,NO,YES,mount_patch operation in update context
PRIM_mount_patch_CTX_debug,mount_patch,debug,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in debug context
PRIM_mount_patch_CTX_kernel,mount_patch,kernel,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in kernel context
PRIM_mount_patch_CTX_cpu,mount_patch,cpu,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in cpu context
PRIM_mount_patch_CTX_irq,mount_patch,irq,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in irq context
PRIM_mount_patch_CTX_network,mount_patch,network,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in network context
PRIM_mount_patch_CTX_logs,mount_patch,logs,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in logs context
PRIM_mount_patch_CTX_rollback,mount_patch,rollback,CONDITIONAL,YES,NO,YES,mount_patch operation in rollback context
PRIM_mount_patch_CTX_audit,mount_patch,audit,CONDITIONAL,YES,NO,YES,mount_patch operation in audit context
PRIM_mount_patch_CTX_selinux,mount_patch,selinux,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in selinux context
PRIM_mount_patch_CTX_seccomp,mount_patch,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in seccomp context
PRIM_mount_patch_CTX_ebpf,mount_patch,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in ebpf context
PRIM_mount_patch_CTX_tmpfs,mount_patch,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in tmpfs context
PRIM_mount_patch_CTX_cache,mount_patch,cache,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in cache context
PRIM_mount_patch_CTX_db,mount_patch,db,CONDITIONAL,CONDITIONAL,NO,YES,mount_patch operation in db context
PRIM_property_set_CTX_boot,property_set,boot,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in boot context
PRIM_property_set_CTX_runtime,property_set,runtime,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in runtime context
PRIM_property_set_CTX_install,property_set,install,CONDITIONAL,YES,NO,YES,property_set operation in install context
PRIM_property_set_CTX_update,property_set,update,CONDITIONAL,YES,NO,YES,property_set operation in update context
PRIM_property_set_CTX_debug,property_set,debug,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in debug context
PRIM_property_set_CTX_kernel,property_set,kernel,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in kernel context
PRIM_property_set_CTX_cpu,property_set,cpu,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in cpu context
PRIM_property_set_CTX_irq,property_set,irq,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in irq context
PRIM_property_set_CTX_network,property_set,network,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in network context
PRIM_property_set_CTX_logs,property_set,logs,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in logs context
PRIM_property_set_CTX_rollback,property_set,rollback,CONDITIONAL,YES,NO,YES,property_set operation in rollback context
PRIM_property_set_CTX_audit,property_set,audit,CONDITIONAL,YES,NO,YES,property_set operation in audit context
PRIM_property_set_CTX_selinux,property_set,selinux,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in selinux context
PRIM_property_set_CTX_seccomp,property_set,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in seccomp context
PRIM_property_set_CTX_ebpf,property_set,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in ebpf context
PRIM_property_set_CTX_tmpfs,property_set,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in tmpfs context
PRIM_property_set_CTX_cache,property_set,cache,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in cache context
PRIM_property_set_CTX_db,property_set,db,CONDITIONAL,CONDITIONAL,NO,YES,property_set operation in db context
PRIM_process_kill_CTX_boot,process_kill,boot,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in boot context
PRIM_process_kill_CTX_runtime,process_kill,runtime,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in runtime context
PRIM_process_kill_CTX_install,process_kill,install,CONDITIONAL,YES,NO,YES,process_kill operation in install context
PRIM_process_kill_CTX_update,process_kill,update,CONDITIONAL,YES,NO,YES,process_kill operation in update context
PRIM_process_kill_CTX_debug,process_kill,debug,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in debug context
PRIM_process_kill_CTX_kernel,process_kill,kernel,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in kernel context
PRIM_process_kill_CTX_cpu,process_kill,cpu,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in cpu context
PRIM_process_kill_CTX_irq,process_kill,irq,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in irq context
PRIM_process_kill_CTX_network,process_kill,network,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in network context
PRIM_process_kill_CTX_logs,process_kill,logs,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in logs context
PRIM_process_kill_CTX_rollback,process_kill,rollback,CONDITIONAL,YES,NO,YES,process_kill operation in rollback context
PRIM_process_kill_CTX_audit,process_kill,audit,CONDITIONAL,YES,NO,YES,process_kill operation in audit context
PRIM_process_kill_CTX_selinux,process_kill,selinux,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in selinux context
PRIM_process_kill_CTX_seccomp,process_kill,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in seccomp context
PRIM_process_kill_CTX_ebpf,process_kill,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in ebpf context
PRIM_process_kill_CTX_tmpfs,process_kill,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in tmpfs context
PRIM_process_kill_CTX_cache,process_kill,cache,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in cache context
PRIM_process_kill_CTX_db,process_kill,db,CONDITIONAL,CONDITIONAL,NO,YES,process_kill operation in db context
PRIM_ecc_compute_CTX_boot,ecc_compute,boot,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in boot context
PRIM_ecc_compute_CTX_runtime,ecc_compute,runtime,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in runtime context
PRIM_ecc_compute_CTX_install,ecc_compute,install,CONDITIONAL,YES,NO,YES,ecc_compute operation in install context
PRIM_ecc_compute_CTX_update,ecc_compute,update,CONDITIONAL,YES,NO,YES,ecc_compute operation in update context
PRIM_ecc_compute_CTX_debug,ecc_compute,debug,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in debug context
PRIM_ecc_compute_CTX_kernel,ecc_compute,kernel,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in kernel context
PRIM_ecc_compute_CTX_cpu,ecc_compute,cpu,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in cpu context
PRIM_ecc_compute_CTX_irq,ecc_compute,irq,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in irq context
PRIM_ecc_compute_CTX_network,ecc_compute,network,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in network context
PRIM_ecc_compute_CTX_logs,ecc_compute,logs,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in logs context
PRIM_ecc_compute_CTX_rollback,ecc_compute,rollback,CONDITIONAL,YES,NO,YES,ecc_compute operation in rollback context
PRIM_ecc_compute_CTX_audit,ecc_compute,audit,CONDITIONAL,YES,NO,YES,ecc_compute operation in audit context
PRIM_ecc_compute_CTX_selinux,ecc_compute,selinux,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in selinux context
PRIM_ecc_compute_CTX_seccomp,ecc_compute,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in seccomp context
PRIM_ecc_compute_CTX_ebpf,ecc_compute,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in ebpf context
PRIM_ecc_compute_CTX_tmpfs,ecc_compute,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in tmpfs context
PRIM_ecc_compute_CTX_cache,ecc_compute,cache,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in cache context
PRIM_ecc_compute_CTX_db,ecc_compute,db,CONDITIONAL,CONDITIONAL,NO,YES,ecc_compute operation in db context
